Freq,res11,ims11,res21,im21,res12,im12,res22,im22
10000000,-0.00707277510287826,0.0155770859064183,1.03522801100078,-0.10513443339481,0.975007180430234,-0.186265623660687,0.0466294954642927,0.0495491541884301
96980000,-0.0135491644233397,-0.0112603333461701,0.0364713280600483,-0.984533902832994,0.0364513729545864,-0.985909278453104,-0.0111765062264704,-0.00490659907780136
183960000,-0.00296822628034967,0.0117184477538883,-0.950398318446373,-0.232613076869508,-0.952022803072499,-0.232512727244589,4.33049363864037E-4,0.011834141523309
270940000,-0.00239071063320441,-0.0129268053435548,-0.41928841831964,0.878450528491961,-0.419022123778328,0.880129532152087,-0.00268023310991185,-6.60783701637163E-4
357920000,-0.0180544739068532,0.0147478683516961,0.77046669309891,0.58661004371026,0.771635318218094,0.586861480944427,-0.00317690179417016,0.0222843660670696
444900000,0.0147558884295536,5.23302200498565E-5,0.729467468514697,-0.63063117749675,0.729159476406664,-0.632950924072764,0.0103930078792887,0.0116539130642009
531880000,-0.0301926544212687,0.00476854383703642,-0.46582719180688,-0.839010547391778,-0.467694797687632,-0.839440090717527,-0.010941645594203,0.0228965722995368
618860000,0.0197827907117538,0.0204799431346849,-0.912482423500723,0.2832981779546,-0.914904272662758,0.281690847418079,0.0143736600092887,0.0256680502397337
705840000,-0.0210570409370197,-0.0172556573466604,0.0883990929996147,0.947213997018468,0.0892147069808876,0.948532164265575,-0.00444745688011721,0.0182171193122862
792820000,0.00303983606405159,0.0458022195232411,0.940061475253141,0.111155802335663,0.941890549981616,0.106597233967913,0.0132750995802363,0.043864435075268
879800000,0.00730489269557245,-0.0270782536423409,0.296555007375619,-0.894631836464757,0.300243400914481,-0.895052428433141,0.015428254857205,0.0164761099545672
966780000,-0.0254144394829404,0.0473337577530457,-0.807451979611341,-0.473025749021956,-0.80864921844125,-0.474290896480959,0.00530098182817707,0.0450509548779956
1053760000,0.0374437576039648,-0.0111991934460948,-0.62898272246756,0.686785057755962,-0.628188128830723,0.689668892235181,0.0350112773674483,0.0296446367372124
1140740000,-0.0428652314255487,0.0220908340743669,0.539671242474926,0.750536875955052,0.537981040182542,0.754031579559663,0.01234510139913,0.0335501300355261
1227720000,0.0446861137591944,0.0212010341660072,0.844301712315002,-0.364439939773931,0.845974880950048,-0.365000015931059,0.0434068205318566,0.0409401681206212
1314700000,-0.0321169675297008,-0.00512943122729762,-0.178109823838727,-0.898487576039026,-0.178569857379591,-0.900593153922523,0.0260237067778651,0.0156286242520075
1401680000,0.0284830592141355,0.0485644431828825,-0.913581222991229,-0.0167116466881449,-0.915898954957428,-0.0187175557034125,0.0341908786801139,0.0435367773047451
1488660000,0.00289296729709406,-0.0219347932847154,-0.209402825758157,0.891074806466435,-0.210438077983123,0.893669333026428,0.0404470889366704,0.00932325779272662
1575640000,-0.00940992347922225,0.0509207485087046,0.82863898571077,0.389346680403268,0.829474334346146,0.393588830514859,0.0133361893446106,0.0373641252256512
1662620000,0.0412731905941875,-0.00693639704301278,0.553750613742166,-0.731097806091803,0.557811495774168,-0.731540641409961,0.045984067914861,0.0293971797040433
1749600000,-0.0335957752030768,0.0215088913417026,-0.602555635939711,-0.689767645905598,-0.602353795250803,-0.694923417411987,0.00963226316947777,0.027069525118944
1836580000,0.0522029627930324,0.0301073687217253,-0.797752598729476,0.447506106560434,-0.80153451767589,0.44485934350653,0.042067677917644,0.0528723930202168
1923560000,-0.0258487936030912,-0.0148472069039353,0.275629667383411,0.870206041355533,0.273621223366484,0.872741536621019,0.0251620405722194,0.0245528719378118
2010540000,0.0327000112795036,0.065227033659209,0.901701123990769,-0.0920151891172313,0.904031998244249,-0.0876098325411216,0.0354515256612877,0.0674281352488981
